Date;Judul Artikel;Writing;Tag;Deskripsi
26/01/2016;Ical dukung Jokowi, Agung Laksono makin panas;Admin;3;Ketua penyelenggara rapat pimpinan nasional (Rapimnas) Golkar kubu Aburizal Bakrie (Ical), Nurdin Halid mengklaim kehadiran Menteri Hukum dan HAM Yasonna Laoly dan Menko Polhukam Luhut Pandjaitan dalam pembukaan rapat pimpinan nasional (Rapimnas) Golkar pada Sabtu (23/1) lalu adalah bentuk pengakuan Pemerintah atas legal standing kepengurusan partai oleh kubu Bali. Pemerintah sudah merestui Aburizal Bakrie  dan Idrus Marham memimpin Partai Golkar , ucap Nurdin pada acara pembukaan Rapimnas Golkar di Jakarta convention Center (JCC) Senayan, Senin (25/1).Tidak hanya itu, dalam rapimnas ini Golkar kubu Ical juga mendeklarasikan diri untuk mendukung pemerintahan Jokowi - JK . Seperti diketahui, perpecahan yang terjadi di internal Golkar sejak awal adalah soal sikap politik partai yang mendukung atau berada di luar pemerintah.Namun, Ketua Umum Partai Golkar  hasil Munas Ancol, Agung Laksono  tidak sependapat. Agung menilai tidak bisa kehadiran perwakilan pemerintah di rapimnas langsung diklaim sebagai bentuk dukungan terhadap kepengurusan Golkar kubu Aburizal Bakrie.Kehadiran Menkum HAM kami apresiasi untuk lihat secara langsung Rapimnas di sana. Dan apa yang disampaikan pemerintah itu hak pemerintah, tapi kami yakin itu bukan pengakuan, kata Agung.Agung menepis pemerintah akui Golkar kubu Ical dan dia meyakini pemerintah tetap menjaga netralitas. Kehadiran Yasonna dan Luhut hanya untuk memenuhi undangan Rapimnas Golkar, tidak lebih dari itu. Kami berkeyakinan itu bukan berarti pemerintah berpihak ke sana, tepis Agung.Selain itu, Agung mengkritik keras wacana perluasan wewenang Dewan Pertimbangan (Watim). Dirinya menuding ada agenda tersembunyi yang dilakukan Ical.Memperkuat kewenangan Wantim buat apa? Yang diperkuat itu kaderisasi, persatuan kesatuan, jujur menjalankan kepentingan partai bukan pribadi bisnisnya, timpalnya. Menurutnya, perluasan wewenang harus melalui Musyawarah Nasional. Rapimnas yang digelar Golkar kubu Ical dianggapnya tidak memiliki wewenang mengubah kewenangan Dewan Pertimbangan Golkar dan seharusnya Rapimnas digelar untuk memperkuat kader partai.Apalagi Rapimnas tidak ada kekuasaannya untuk mengubah kewenangan Wantim, harus lewat Munas, dan sebaiknya perkuat partai, hubungan pusat daerah, bagaimana konsisten jalankan ideologi partai, bukan kewenangan wantim diperkuat, bebernya. Tidak hanya itu, Agung juga menanggapi dingin hasil Rapimnas kubu Aburizal Bakrie yang sepakat menggelar Munaslub pada Juni 2016. Agung tetap ngotot agar Munaslub harus menyertakan tim transisi yang telah dibentuk Mahkamah Partai Golkar (MPG). Kami tidak percaya Munaslub. Lebih baik melalui tim transisi yang objektif. Kalau tidak, ada niat macam-macam yang ikut. Sehingga kita hasilkan keputusan yang betul-betul berdasarkan AD/ART, tegas Agung.Pokoknya kami di sini mendorong Munas secepatnya dilakukan sesuai putusan MPG yaitu melalui tim transisi, imbuhnya.Menurutnya, jika kubu Ical berkukuh tidak menyertakan tim transisi maka Munaslub tidak diakui pihaknya. Kalau tetap dilaksanakan Munaslub ya kami tidak mengakui, ujarnya. 
26/01/2016;Kriteria calon pendamping Ahok di Pilgub DKI;Admin;3;Pemilihan Gubernur DKI Jakarta memang baru akan digelar tahun depan, namun panasnya persaingan sudah mulai dirasakan sejak tahun lalu. Beberapa nama digadang-gadang disiapkan untuk menantang petahana Basuki Tjahaja Purnama yang mengaku bakal bertarung melalui jalur independen. Nama Wali Kota Tri Rismaharini alias Risma, Wali Kota Bandung pengusaha hingga politisi Golkar diyakini bakal jadi pesaing kuat Ahok. Namun dari nama-nama tersebut, belum ada satupun yang memastikan bakal maju menantang Ahok. Tak kalah menarik teka teki sosok pendamping Ahok sebagai calon wakil gubernur yang akan menemaninya bertarung di Pilgub tahun depan. Tentu saja Ahok punya kriteria khusus untuk calon pendampingnya.
26/01/2016;JK sebut Jokowi senang Golkar dukung pemerintah;Admin;1;Wakil Presiden Jusuf Kalla hadir dalam Rapimnas Partai Golkar, Senin (25/1). JK hanya tertawa saat ditanya para wartawan apakah kehadirannya tersebut sepengetahuan Presiden Jokowi. JK lantas menyatakan, jika urusan politik Presiden Jokowi pasti mengetahuinya. Saya kira kalau urusan begini pasti Pak jokowi tahu, kata JK sambil tertawa di JCC, Jakarta. Menurutnya, Jokowi pastinya senang melihat Partai Golkar kembali bersatu. Apalagi Golkar kini mendukung pemerintahan Jokowi-JK. Inikan hubungan internal partai, Pak Jokowi pasti akan sangat senang untuk melihat kegiatan parpol yang lebih bersatu dan mendukung pemerintah, katanya.
26/01/2016;Setelah ARRC 2015, Yudhistira menatap MotoGP dengan Honda;Admin;2;Ahmad Yudhistira, pembalap asal Kalimantan yang berhasil membawa harum nama Indonesia di ajang Asia Road Racing Championship (ARRC) 2015 akhirnya berlabuh ke Astra Honda Racing Team. Sukses bercokol di posisi ketiga klasemen akhir ARRC 2015 bersama tim Manual Tech KYT Kawasaki ini memutuskan berpindah ke Honda untuk menatap ajang MotoGP. Terima kasih semuanya perjuangan belum berakhir, 2016 start from today. Welcome to the red colours #team33. ujar Yudhistira lewat akun sosial medianya. Namun, tentu saja turun ke ajang balap motor paling bergengsi sedunia ini bukan hal yang mudah. Untuk langkah pertama, kemungkinan Yudhistira bakal turun di ajang FIM CEV 2016 dengan menggunakan motor CBR600RR. Ahmad Yudhistira pindah ke Astra Honda Racing Team Dengan andil besar Honda di gelaran Moto2 sebagai pemasok tunggal mesin di kelas tersebut, tak sulit bagi Yudhistira untuk berkiprah di Moto2 yang berada di bawah MotoGP. Besar kesempatan pembalap kelahiran Kota Banjarmasin ini untuk bergabung dengan tim Federal Oil Gresini. Dulunya tim ini juga pernah menggunakan pembalap Indonesia seperti Doni Tata dan Rafid Topan. Jika berhasil menorehkan prestasi mentereng di kancah Moto2, bukan tak mungkin tiga hingga empat tahun mendatang Yudhistira berhasil menjadi pembalap Indonesia pertama yang tampil di balap MotoGP. Terlebih lagi, mulai 2017 Indonesia bakal menjadi salah satu tuan rumah penyelenggaraan MotoGP di tiap musimnya.
